표준산업분류,대분류,중분류,소분류,세분류,세세분류
22199,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,기타 고무제품 제조업,그 외 기타 고무제품 제조업
22191,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,기타 고무제품 제조업,고무 패킹류 제조업
22193,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,기타 고무제품 제조업,고무 의류 및 기타 위생용 비경화 고무제품 제조업
22211,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,"플라스틱 선, 봉, 관 및 호스 제조업"
22212,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,플라스틱 필름 제조업
22214,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,플라스틱 합성피혁 제조업
22213,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,플라스틱 시트 및 판 제조업
22251,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,플라스틱 발포 성형제품 제조업,폴리스티렌 발포 성형제품 제조업
22259,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,플라스틱 발포 성형제품 제조업,기타 플라스틱 발포 성형제품 제조업
22222,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,설치용 및 위생용 플라스틱제품 제조업
22221,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,벽 및 바닥 피복용 플라스틱 제품 제조업
22223,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,플라스틱 창호 제조업
22229,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,기타 건축용 플라스틱 조립제품 제조업
22231,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,포장용 플라스틱제품 제조업,"플라스틱 포대, 봉투 및 유사제품 제조업"
22291,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기타 플라스틱 제품 제조업,플라스틱 접착처리 제품 제조업
22292,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기타 플라스틱 제품 제조업,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업"
22232,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업
22299,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기타 플라스틱 제품 제조업,그 외 기타 플라스틱 제품 제조업
22241,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기계장비 조립용 플라스틱제품 제조업,운송장비 조립용 플라스틱제품 제조업
22249,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기계장비 조립용 플라스틱제품 제조업,기타 기계ㆍ장비 조립용 플라스틱제품 제조업
23111,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,판유리 및 판유리 가공품 제조업,판유리 제조업
23191,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,기타 유리제품 제조업,가정용 유리제품 제조업
23112,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,판유리 및 판유리 가공품 제조업,안전유리 제조업
23119,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,판유리 및 판유리 가공품 제조업,기타 판유리 가공품 제조업
23121,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,산업용 유리 제조업,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
23122,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,산업용 유리 제조업,디스플레이 장치용 유리 제조업
23129,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,산업용 유리 제조업,기타 산업용 유리제품 제조업
23192,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,기타 유리제품 제조업,포장용 유리용기 제조업
23199,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,기타 유리제품 제조업,그 외 기타 유리제품 제조업
23221,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",비내화 일반 도자기 제조업,가정용 및 장식용 도자기 제조업
23222,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",비내화 일반 도자기 제조업,위생용 및 산업용 도자기 제조업
23229,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",비내화 일반 도자기 제조업,기타 일반 도자기 제조업
23211,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",내화 요업제품 제조업,정형 내화 요업제품 제조업
23212,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",내화 요업제품 제조업,부정형 내화 요업제품 제조업
23232,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",건축용 비내화 요업제품 제조업,타일 및 유사 비내화 요업제품 제조업
23231,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",건축용 비내화 요업제품 제조업,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업"
23239,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",건축용 비내화 요업제품 제조업,기타 건축용 비내화 요업제품 제조업
23311,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
23312,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",석회 및 플라스터 제조업
23322,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",레미콘 제조업
23323,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",플라스터 혼합제품 제조업
23325,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트제품 제조업
23324,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업","콘크리트 타일, 기와, 벽돌 및 블록 제조업"
23321,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",비내화 모르타르 제조업
23329,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",그 외 기타 콘크리트 제품 및 유사 제품 제조업
23911,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,석제품 제조업,건설용 석제품 제조업
23919,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,석제품 제조업,기타 석제품 제조업
23994,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,암면 및 유사 제품 제조업
23992,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,연마재 제조업
23991,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,아스팔트 콘크리트 및 혼합제품 제조업
23993,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,비금속광물 분쇄물 생산업
23995,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,탄소섬유 제조업
23999,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업
24111,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",제철업
24112,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",제강업
24113,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",합금철 제조업
24119,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",기타 제철 및 제강업
24199,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업
24131,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,주철관 제조업
24121,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",열간 압연 및 압출제품 제조업
24122,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업
24123,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",철강선 제조업
24132,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,강관 제조업
24133,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,강관 가공품 및 관 연결구류 제조업
24191,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,"도금, 착색 및 기타 표면 처리 강재 제조업"
24219,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","기타 비철금속 제련, 정련 및 합금 제조업"
24211,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","동 제련, 정련 및 합금 제조업"
24212,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","알루미늄 제련, 정련 및 합금 제조업"
24213,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업"
24222,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업"
24221,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","동 압연, 압출 및 연신제품 제조업"
24229,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","기타 비철금속 압연, 압출 및 연신제품 제조업"
24290,제조업,1차 금속 제조업,1차 비철금속 제조업,기타 1차 비철금속 제조업,기타 1차 비철금속 제조업
24311,제조업,1차 금속 제조업,금속 주조업,철강 주조업,선철 주물 주조업
24312,제조업,1차 금속 제조업,금속 주조업,철강 주조업,강 주물 주조업
24321,제조업,1차 금속 제조업,금속 주조업,비철금속 주조업,알루미늄 주물 주조업
24322,제조업,1차 금속 제조업,금속 주조업,비철금속 주조업,동 주물 주조업
24329,제조업,1차 금속 제조업,금속 주조업,비철금속 주조업,기타 비철금속 주조업
25111,제조업,금속가공제품 제조업, 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업
